"id","cluster","cluster_name","feature","user_story","expected_behaviour","evidence","impl_status","phase","test_status","errors","fix_status","retest_status","notes"
"F-C21-01","C21","Realtime worker (rooms/access/persistence)","Service health endpoint","As an operator/monitoring system, I want a health endpoint for the realtime service, so that I can verify the worker is up and learn its runtime configuration.","A GET to /api/realtime/health (trailing slashes stripped) returns 200 JSON {ok:true, runtime:{provider:'cloudflare', coordination:'durable-object-room', transport:'websocket'}, service:'lash-realtime'} with no-store cache and permissive CORS headers. OPTIONS to any path returns 200 {ok:true}. Unmatched paths return 404 {ok:false,error:'not_found'}.","packages/realtime-worker/src/index.ts:101-107, packages/realtime-worker/src/index.ts:97-99, packages/realtime-worker/src/index.ts:175, packages/realtime-worker/src/routing.ts:40-44, packages/realtime-worker/src/routing.ts:1-5","implemented","tested","pass","","none","pending",""
"F-C21-02","C21","Realtime worker (rooms/access/persistence)","URL route parsing / room name normalization","As a client, I want consistent URL routing to reach a specific document room and action, so that requests are dispatched to the right room and sub-action regardless of casing or unsafe characters.","parseRealtimeRoute matches /api/realtime/rooms/<id>[/session|health|restore|socket]. The id is URL-decoded then normalized (lowercased, non [a-z0-9-] collapsed to '-', trimmed, max 128 chars); names with no alphanumeric char yield 'not-found'. Missing sub-action defaults to room-health. Anything else returns kind 'not-found'.","packages/realtime-worker/src/routing.ts:40-61, packages/realtime-worker/src/routing.ts:25-35, packages/realtime-worker/src/routing.ts:15-23","implemented","tested","pass","","none","pending",""
"F-C21-03","C21","Realtime worker (rooms/access/persistence)","Room session token issuance (invite-based + local fallback)","As a collaborator, I want to exchange an invite token (or use local dev fallback) for a signed session access token, so that I can authenticate subsequent realtime requests.","GET /api/realtime/rooms/<id>/session reads actorId (normalized) and inviteToken from query. With an inviteToken it verifies the token via the invite secret and mints a scope-derived grant ('view'=>doc.read, otherwise doc.read+doc.edit); failures return 403 with the access reason. Without a token: if no configured session secret (local fallback) AND host is localhost/127.0.0.1/[::1] it issues a default grant (doc.read+doc.edit); on non-local hosts or when no fallback applies it returns 403 'invalid'. Success returns {ok:true, accessToken (HMAC-signed grant), grant, inviteRequired:!usingLocalFallback}. Grants carry issuedAt and a 1-hour expiry.","packages/realtime-worker/src/index.ts:109-137, packages/realtime-worker/src/index.ts:51-61, packages/realtime-worker/src/access.ts:286-302, packages/realtime-worker/src/access.ts:224-257, packages/realtime-worker/src/access.ts:53","implemented","verified","partial","[spec-error/low] Session issuance largely matches the story: with an inviteToken it verifies via inviteSecret and mints a scope-derived grant (view => doc.read, else doc.read+doc.edit), denying with the access reason on failure; without a token it issues a default doc.read+doc.edit grant only under local fallback, else denies 'invalid'; success returns {ok:true, accessToken, grant, inviteRequired:!usingLocalFallback} with 1h-expiry grants carrying issuedAt. However, the host gate at index.ts:112 (`if (usingLocalFallback && !isLocalRealtimeFallbackHost(url)) return deny('invalid')`) runs BEFORE the invite branch (index.ts:116), so it applies to BOTH the no-token and invite-token paths. The story scopes the localhost requirement to the no-token fallback path only. Consequently a deployed worker that has not configured LASH_REALTIME_SESSION_SECRET will reject an otherwise-valid invite token from a non-local host with reason 'invalid' rather than honoring it. Blast radius is small (production normally sets a secret, which makes usingLocalFallback false and disables the gate), so this is a spec/ordering mismatch rather than a hard defect.","spec-corrected","n/a","REVERTED per codex:rescue — original gate is the SECURE behavior (no-session-secret runs on public dev secrets; serving non-local hosts would accept dev-forged tokens). Audit F-C21-03 was a false positive."
"F-C21-04","C21","Realtime worker (rooms/access/persistence)","Session token verification & capability gating on room routes","As a document owner, I want every room health/socket/restore request gated by a verified, unexpired, document-matched, capability-scoped token, so that only authorized actors reach a room.","accessTokenFor extracts a Bearer authorization header or ?accessToken query param. verifyRealtimeSessionToken splits payload.signature, recomputes HMAC-SHA256 with timing-safe compare, parses the grant, and rejects with reasons: 'invalid' (bad sig/parse), 'expired' (expiresAt<=now), 'document-mismatch' (grant.documentId != roomId), 'scope-mismatch' (missing required capability). room-health/room-socket require doc.read; room-restore requires doc.edit. Failures return 403 {ok:false,error:'forbidden',reason}. On success the worker forwards to the Durable Object stub (getByName(roomId)) with actorId/roomId/capabilities/scope encoded in the query.","packages/realtime-worker/src/index.ts:63-69, packages/realtime-worker/src/index.ts:139-173, packages/realtime-worker/src/access.ts:304-328, packages/realtime-worker/src/index.ts:74-89","implemented","tested","pass","","none","pending",""
"F-C21-05","C21","Realtime worker (rooms/access/persistence)","Invite token verification (scope, expiry, document, revocation)","As a sharer, I want invite tokens that encode scope and can expire/be revoked, so that document access can be controlled and rescinded.","verifyRealtimeInviteToken parses a base64url payload (jti, docId, scope in view/comment/suggest/edit, expiresAt nullable, issuedBy, redactionPolicy + version) and validates a SHA-256 hash-of-canonical(payload,secret) signature with timing-safe compare. It returns 'invalid' on bad shape/signature, 'expired' when expiresAt<=now, 'document-mismatch' when docId!=required document, and 'revoked' when an optional isRevoked(jti) predicate resolves true. On success it returns the token; createRealtimeGrantFromInviteToken then derives capabilities from scope.","packages/realtime-worker/src/access.ts:259-302, packages/realtime-worker/src/access.ts:179-211, packages/realtime-worker/src/access.ts:236-251","implemented","tested","pass","","none","pending",""
"F-C21-06","C21","Realtime worker (rooms/access/persistence)","Room WebSocket session: connect, hydrate, sync, ack, awareness, broadcast","As a collaborator, I want to open a websocket to a document room and exchange Yjs updates and presence with peers, so that we edit the same document in real time.","GET /__lash-room/socket requires Upgrade: websocket (else 426). On accept the server attaches actorId/roomId/capabilities/scope/connectedAt, sends a 'room-ready' frame (with connection count and persistedUpdates length), replays hydration updates as 'yjs-update' frames (actorId 'system', source 'hydrate'), and broadcasts awareness. Auto ping/pong is wired. Message handling: invalid JSON -> error 'invalid_json'; 'ping' -> 'pong' with protocolVersion/connections; 'broadcast' -> relays payload to all sockets; 'awareness-update' -> validates/normalizes label(<=80 chars), color(#hex or #64748b), selection, stores it and broadcasts 'awareness-state' peers list; 'yjs-update' -> requires doc.edit capability (else 'scope_mismatch'), requires a decodable Yjs base64 string (else 'invalid_yjs_update'), persists it, optionally returns a 'sync-ack' with sequence when updateId present, and relays to other peers; unknown types -> 'unknown_message_type'. On socket close, awareness is re-broadcast to remaining peers.","packages/realtime-worker/src/room.ts:435-482, packages/realtime-worker/src/room.ts:295-423, packages/realtime-worker/src/room.ts:425-433, packages/realtime-worker/src/room.ts:484-500, packages/realtime-worker/src/room.ts:232","implemented","tested","pass","","none","pending",""
"F-C21-07","C21","Realtime worker (rooms/access/persistence)","Room health endpoint (Durable Object)","As an operator, I want per-room health/diagnostics, so that I can inspect connection count and persistence state for a specific document.","Authorized GET /__lash-room/health returns {ok:true, actorId, roomId, runtime, protocolVersion:1, connections (live websocket count), persistence:{updates:<count>, snapshotSequence:<latest or null>, hydrationUpdates:<length>}}. A missing/invalid actorId yields 403 reason 'missing-actor'.","packages/realtime-worker/src/room.ts:264-282, packages/realtime-worker/src/room.ts:256-262, packages/realtime-worker/src/index.ts:139-149","implemented","tested","pass","","none","pending",""
"F-C21-08","C21","Realtime worker (rooms/access/persistence)","Snapshot persistence, hydration & compaction","As a returning collaborator, I want the room to persist document updates and rehydrate me on join, so that I see the latest document state even after everyone disconnects.","Each room is a Durable Object backed by SQLite tables yjs_updates and yjs_snapshots (created at construction). appendUpdate inserts a base64 Yjs update with actor/source/timestamp and returns its sequence. After every append, compactIfNeeded merges the latest snapshot plus subsequent updates via Y.mergeUpdates once >=20 updates have accumulated since the snapshot, writes a new snapshot at the latest sequence, and deletes older snapshots. buildHydrationUpdates yields [snapshot, ...updates after snapshot sequence] so new sockets receive a minimal replay.","packages/realtime-worker/src/room.ts:229-254, packages/realtime-worker/src/room.ts:537-587, packages/realtime-worker/src/room.ts:502-535, packages/realtime-worker/src/persistence.ts:3-35, packages/realtime-worker/src/persistence.ts:55-67","implemented","tested","pass","","none","pending",""
"F-C21-09","C21","Realtime worker (rooms/access/persistence)","Document restore (server-side update injection)","As an editor restoring a version, I want to push a reconstructed document state into the room, so that all connected peers and persistence adopt the restored content.","POST /api/realtime/rooms/<id>/restore (requires doc.edit) forwards to /__lash-room/restore. The room parses JSON {update}, rejects non-string/undecodable updates with 400 'invalid_yjs_update' (or 'invalid_json'), persists the update with source 'restore', broadcasts it as a 'yjs-update' frame to ALL connected sockets, and returns {ok:true, roomId, sequence, source:'restore'}.","packages/realtime-worker/src/index.ts:161-173, packages/realtime-worker/src/room.ts:288-290, packages/realtime-worker/src/room.ts:589-620","implemented","tested","pass","","none","pending",""
"F-C22-01","C22","Accessibility / IME / i18n / SR","IME-aware autosave gate","As a user typing CJK text with an IME, I want autosave to wait until I commit my composition, so that I never persist a half-formed (intermediate kana/pinyin) snapshot.","createImeAwareTransactionGate wraps the autosave scheduler. On compositionstart it sets composing=true; while composing, every editor transaction is swallowed (pendingDuringComposition=true) and scheduler.notify() is NOT called, so the debounce timer never arms and status stays 'idle' even after advancing 1000ms. On compositionend it clears composing and, if any transaction occurred during composition, calls scheduler.notify() once, arming the 500ms debounce. Result: composing many intermediate states (に -> 日本 -> 日本語) yields a single persisted snapshot of the final committed text. useAutosave wires this gate to the live editor by listening to the editor DOM's compositionstart/compositionend events and the TipTap 'transaction' event.","apps/web/lib/autosave.ts:168-196, apps/web/lib/autosave.ts:284-291, packages/testing/unit/ime/ime-autosave.test.ts:17-41, packages/testing/unit/ime/ime-composition.test.ts:17-48","implemented","tested","pass","","none","pending",""
"F-C22-02","C22","Accessibility / IME / i18n / SR","Coalesced composition autosave snapshot + status sequence","As a user, I want only one save to fire after I finish an IME composition, with a clear pending/saving/saved status, so that the autosave indicator reflects exactly one durable write.","After compositionEnd with pending transactions, scheduler status moves to 'pending' immediately, then after the 500ms debounce elapses it runs performSave: status 'saving' then 'saved'. getDocJson is read at flush time so the persisted snapshot reflects the final text, and concurrent/queued saves are coalesced (pendingAfterSave re-arms rather than overlapping). Test asserts snapshots == [{text:'日本語'}] and statuses == ['pending','saving','saved'].","apps/web/lib/autosave.ts:97-134, packages/testing/unit/ime/ime-composition.test.ts:40-47","implemented","tested","pass","","none","pending",""
"F-C22-03","C22","Accessibility / IME / i18n / SR","Autosave indicator as ARIA live status","As a screen-reader user, I want the save-status indicator announced politely, so that I know when my changes are saved without watching the screen.","AutosaveIndicator renders a span with role=""status"" and aria-live=""polite"", carrying data-status and a relative label (e.g. 'just now', '12s ago' from formatRelativeSavedAt) plus a title set to the last-saved timestamp. Status transitions through idle->pending->saving->saved (->error on failure).","apps/web/components/editor/panels/AutosaveIndicator.tsx:57-67, apps/web/lib/autosave.ts:334-346, apps/web/lib/autosave.ts:20","implemented","tested","pass","","none","pending",""
"F-C22-04","C22","Accessibility / IME / i18n / SR","Screen-reader accessible version diff with live announcement","As a screen-reader user, I want version diffs announced with who changed what, so that I can follow edit history without seeing the inline ins/del markup.","The diff container has aria-label=""Version diff"", aria-live=""polite"", and aria-describedby pointing at a per-entry sr-only paragraph (id history-diff-announcement-<entryId>) whose text reads e.g. 'Version diff contains inserted ""beta"".'. Each inserted/deleted span (<ins>/<del>) gets an aria-label built by spanAnnouncement, formatted 'Inserted text by <authorId> as <intent>: <text>' (e.g. 'Inserted text by local-user as edit: beta'). Verified by e2e sr-diff-announce.spec.ts.","apps/web/components/editor/panels/HistoryPanel.tsx:57-73, apps/web/components/editor/panels/HistoryPanel.tsx:283-289, apps/web/components/editor/panels/HistoryPanel.tsx:75-105, apps/web/e2e/a11y/sr-diff-announce.spec.ts:18-32","implemented","tested","pass","","none","pending",""
"F-C22-05","C22","Accessibility / IME / i18n / SR","Semantic heading & landmark structure for screen readers","As a screen-reader user, I want proper heading levels and labeled landmark regions, so that I can navigate the document and outline by structure.","Editor content is wrapped in role=""region"" aria-label=""Document editor""; document headings render as native h1/h2/h3 discoverable by role/level/name. The outline renders as role=""navigation"" aria-label=""Outline"" with toggle buttons labeled 'Collapse <title>'/'Expand <title>' and jump buttons labeled 'Jump to <title>'. Verified by sr-headings.spec.ts via getByRole heading/region/navigation/button queries.","apps/web/components/editor/EditorWorkspace.tsx:1690, apps/web/components/editor/panels/OutlinePanel.tsx:21-57, apps/web/app/page.tsx:15, apps/web/e2e/a11y/sr-headings.spec.ts:55-71","implemented","tested","pass","","none","pending",""
"F-C22-06","C22","Accessibility / IME / i18n / SR","Screen-reader accessible comment/chat thread navigation","As a screen-reader user, I want chat threads exposed as labeled, focusable articles with message lists, so that I can read and reply to anchored discussions.","The thread list is a container with aria-label=""Document chat threads"". Each thread is a role=""article"" labeled 'Thread on <anchorText>' (aria-labelledby a heading), focusable and focus-receivable; it contains a role=""heading"" level 3 with the thread title, a role=""list"" labeled 'Messages for <anchorText>', a reply button 'Reply to thread on <anchorText>', and an 'Add AI reply to thread on <anchorText>' button. Verified by sr-thread-nav.spec.ts.","apps/web/components/editor/panels/ChatPanel.tsx:408-516, apps/web/e2e/a11y/sr-thread-nav.spec.ts:30-47","implemented","tested","pass","","none","pending",""
"F-C22-07","C22","Accessibility / IME / i18n / SR","prefers-reduced-motion honoring","As a user sensitive to motion, I want animations effectively disabled when I request reduced motion, so that the UI does not trigger discomfort.","A global @media (prefers-reduced-motion: reduce) rule forces animation-duration/transition-duration to 0.01ms, animation-delay/transition-delay to 0ms, animation-iteration-count to 1, and scroll-behavior to auto across all elements. RightRail also reads matchMedia('(prefers-reduced-motion: reduce)') in JS to gate scripted animation. Verified across shell surfaces by reduced-motion.spec.ts.","apps/web/app/globals.css:3907-3918, apps/web/components/shell/RightRail.tsx:38, apps/web/e2e/a11y/reduced-motion.spec.ts:34-62","implemented","tested","pass","","none","pending",""
"F-C22-08","C22","Accessibility / IME / i18n / SR","Keyboard & touch a11y affordances (focus-visible, 44px targets, hover fallbacks)","As a keyboard or touch user, I want focus-visible tooltips and adequately sized tap targets, so that I can operate the UI without a mouse hover.","Toolbar uses role=""toolbar""/role=""group"" with aria-labels; icon-button tooltips expose a :focus-visible variant in built CSS (keyboard a11y), avatar stacks unstack on touch viewports (margin-left -4px), and sidebar items nudge on :active. E2E touch-targets.spec.ts asserts all visible buttons on a 375px touch viewport meet a 44px minimum (0.5px tolerance, excluding blame-empty). Verified by touch-targets.spec.ts and hover-on-touch.spec.ts.","apps/web/components/editor/panels/EditorToolbar.tsx:67-89, apps/web/e2e/a11y/touch-targets.spec.ts:38-66, apps/web/e2e/a11y/hover-on-touch.spec.ts:34-72","implemented","tested","pass","","none","pending",""
"F-C22-09","C22","Accessibility / IME / i18n / SR","RTL / bidirectional text support (i18n direction)","As a user writing Arabic/Hebrew, I want right-to-left and bidirectional text rendering, so that my content displays in the correct direction.","No support exists: the document <html> hardcodes lang=""en"" with no `dir` attribute, no editor node or container emits a `dir=` attribute, and there is no `direction:`/`unicode-bidi` CSS or any rtl/bidi handling (grep finds only `flex-direction`). There is no locale/translation layer either; the app is English-only.","apps/web/app/layout.tsx:36","missing","verified","fail","[a11y/medium] No RTL/bidi or i18n direction support exists. apps/web/app/layout.tsx:36 hardcodes <html lang=""en""> with no dir attribute. No editor node, container, or CSS emits dir=/direction:/unicode-bidi (grep finds only flex-direction). There is no locale/i18n layer; the only locale references are String.prototype.localeCompare calls used for sorting, not internationalization. Arabic/Hebrew content renders left-to-right, breaking bidirectional display. The story's expected_behaviour documents this absence and marks impl_status='missing', making this fail-by-design.","fixed","pass",""
"F-C23-01","C23","Observability / SLOs","Distributed tracing client","As an operator, I want to start and end spans across services, so that I can trace request flows and diagnose latency.","The package defines Span/Tracer interfaces (start(name, attrs, parentId) returning a Span; end(span, attrs)) and a createTracer(serviceName) factory. However createTracer is a no-op placeholder: calling it unconditionally throws Error('createTracer: not implemented (M5/F5)'). No span data is ever recorded, started, or exported. No consumer in the codebase imports it.","packages/observability/src/index.ts:6-19,31-33","stub","tested","fail","[logistical/high] The Span and Tracer interfaces are declared, but createTracer is a pure stub that unconditionally throws. No span is ever started, ended, recorded, or exported, and no service in the monorepo imports it. The tracing capability does not exist beyond type definitions.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C23-02","C23","Observability / SLOs","Metrics recording (counters/histograms)","As an operator, I want to increment counters and observe latency histograms, so that I can monitor SLOs.","The package defines a MetricRecorder interface with inc(name, value, tags) and observe(name, value, tags), plus a createMetricRecorder(serviceName) factory. createMetricRecorder always throws Error('createMetricRecorder: not implemented (M5/F5)'); no metric is ever emitted or aggregated. Not wired into any service.","packages/observability/src/index.ts:21-27,35-37","stub","tested","fail","[logistical/high] The MetricRecorder interface (inc/observe) is declared, but createMetricRecorder unconditionally throws. No counter is incremented and no histogram observation is aggregated or exported; nothing is wired into any service, so SLO monitoring is impossible.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C23-03","C23","Observability / SLOs","Structured logging client","As an operator, I want leveled structured logs (info/warn/error) with attributes, so that I can investigate incidents.","The package defines a Logger interface (info/warn/error each taking msg and an attrs record) and a createLogger(serviceName) factory. createLogger always throws Error('createLogger: not implemented (M5/F5)'); no logging backend or output is implemented. No callers exist.","packages/observability/src/index.ts:28-30,39-41","stub","tested","fail","[logistical/high] The Logger interface (info/warn/error with attrs) is declared, but createLogger unconditionally throws. There is no logging backend or output of any kind, and no callers exist, so operators cannot investigate incidents via this client.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C23-04","C23","Observability / SLOs","SLO budgets / SLO alignment","As an operator, I want SLO budgets defined and tracked, so that error budgets gate releases.","The module header claims tracing/metrics/logs are 'aligned with the SLOs in agents.md' and marks the whole module as 'SCAFFOLD — implement in M5/F5'. There is no SLO budget data structure, threshold, burn-rate calculation, or any SLO logic anywhere in the package — only the aspirational comment.","packages/observability/src/index.ts:1-3","missing","tested","fail","[logistical/high] The story expects SLO budgets to be defined and tracked so error budgets gate releases. The module only contains an aspirational header comment claiming alignment 'with the SLOs in agents.md' and a 'SCAFFOLD — implement in M5/F5' note. There is no SLO target, error budget, burn-rate calculation, threshold, or any gating logic anywhere in the package.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C24-01","C24","Storage","Postgres document store","As a Lash backend operator, I want documents persisted to and loaded from Postgres keyed by document id and result hash, so that document state survives restarts and can be retrieved by id.","A DocStore interface defines load(docId) returning {doc, resultSha}|null and save(docId, doc, resultSha). createPostgresDocStore({connectionString}) is intended to return a Postgres-backed DocStore, but the factory body unconditionally throws Error('createPostgresDocStore: not implemented (M2/C2)') — no DB connection, queries, or persistence exist. No code anywhere in the repo imports @lash/storage or DocStore.","packages/storage/src/index.ts:11-14, packages/storage/src/index.ts:41-43","stub","tested","fail","[logistical/high] The DocStore interface (load/save keyed by docId and resultSha) is declared, but createPostgresDocStore is a stub that unconditionally throws. There is no DB connection, no SQL, and no persistence. Documents are not saved to or loaded from Postgres at all, so no state survives a restart. No consumer in the repo imports it either, so the feature is entirely absent.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C24-02","C24","Storage","Append-only Postgres history log with parent-sha precondition","As a collaboration backend, I want to append history entries only when the expected parent sha matches the current head, so that concurrent writes are detected and rejected rather than silently overwriting.","HistoryLogStore defines append(entry, expectedParentSha) returning {ok:true} or {ok:false, reason:'parent-mismatch', currentHead}, list(docId, {since, until, authorId}) returning HistoryEntry[], and headSha(docId) returning the current head sha or null. createPostgresHistoryStore({connectionString}) is meant to provide this with optimistic-concurrency enforcement, but its body throws Error('createPostgresHistoryStore: not implemented (M2/C2)'). The CAS/parent-mismatch logic exists only as an interface contract; no implementation, table, or query exists.","packages/storage/src/index.ts:16-25, packages/storage/src/index.ts:45-47","stub","tested","fail","[logistical/high] HistoryLogStore declares append() with optimistic-concurrency (returns {ok:false, reason:'parent-mismatch', currentHead}), list() with since/until/authorId filters, and headSha(). createPostgresHistoryStore throws unconditionally. The CAS/parent-mismatch logic exists only as a TypeScript signature; no table, query, or concurrency check is implemented, so concurrent writes are neither detected nor rejected.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C24-03","C24","Storage","S3 object store with signed URLs","As a user uploading media/attachments, I want binary objects stored in an S3 bucket and retrievable via time-limited signed URLs, so that large assets live outside the document and can be securely shared.","ObjectStore defines put(key, body, contentType?) returning {url}, get(key) returning Uint8Array|null, and signUrl(key, ttlSeconds) returning a string URL. createS3ObjectStore({bucket, region}) is intended to return an S3-backed ObjectStore, but the factory body throws Error('createS3ObjectStore: not implemented (M5)'). No AWS SDK usage, bucket access, or URL signing is implemented, and there is no factory wired for get/put either.","packages/storage/src/index.ts:27-31, packages/storage/src/index.ts:49-51","stub","tested","fail","[logistical/high] ObjectStore declares put/get/signUrl, but createS3ObjectStore throws unconditionally. No AWS SDK usage, bucket access, or URL signing exists. Binary objects cannot be stored or retrieved, and no time-limited signed URLs can be generated. There is also no consumer wiring uploads to this store.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C24-04","C24","Storage","Search index hydration and full-text search","As a user, I want to search across my documents and get snippet results with character ranges, so that I can locate content quickly.","SearchIndex defines hydrate(docId, doc) to index a document and search(query, {docIds?}) returning an array of {docId, rangeFrom, rangeTo, snippet} matches scoped optionally to specific docs. The interface is declared but there is NO factory function or implementation for SearchIndex anywhere in the package — it is purely a type definition with no concrete create*() and no consumers.","packages/storage/src/index.ts:33-39","missing","tested","fail","[logistical/high] SearchIndex declares hydrate(docId, doc) and search(query, {docIds?}) returning {docId, rangeFrom, rangeTo, snippet}[]. Unlike the other three, there is NO factory function (no create* for SearchIndex) and no implementation at all — it is purely a type declaration with no concrete behavior and no consumers. Users cannot search documents or get snippet/range results.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C24-05","C24","Storage","Canonical-hash storage policy","As a maintainer, I want the storage layer to delegate all parentSha/resultSha hashing to @lash/types/hashCanonical rather than inventing its own, so that hashes stay consistent across the system.","The module header documents the policy that parentSha/resultSha hashing MUST go through @lash/types/hashCanonical and that storage never invents its own hash function. The contract is stated only as a doc comment; resultSha/parentSha values are accepted as plain string parameters and no hashing call, validation, or import of hashCanonical occurs in this file.","packages/storage/src/index.ts:1-7","stub","tested","fail","[logistical/medium] The header comment states that parentSha/resultSha hashing MUST go through @lash/types/hashCanonical and storage must never invent its own hash. This is documented only as a doc comment: resultSha/parentSha are accepted as plain string parameters and there is no import of hashCanonical, no hashing call, and no validation that supplied shas are canonical. Since every factory is a stub, the policy is unenforced. Note hashCanonical does exist (packages/types/src/index.ts:517) so the policy is implementable but simply unwired.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C25-01","C25","Sidebar / nav / doc-identity / title","Editable document title","As a document author, I want to rename my document inline, so that the title reflects its content and is recognizable everywhere it appears.","The doc paper header renders a text <input data-testid=""lash-doc-title-input"" aria-label=""Document title""> bound to docTitle state. Typing fires handleDocTitleChange, which updates state and calls saveDocumentTitle(localStorage, activeDocumentId, value) on every keystroke; blur fires handleDocTitleBlur which normalizes (empty -> 'Untitled document') and persists. The title is mirrored into the TopBar (topbar-doc-title) via docTitle.trim() || DEFAULT_DOC_TITLE, and into the browser tab title as `${title} — Lash`. After reload, readDocumentTitle restores the value from key lash:title:<id>. Confirmed by title-edit.spec.ts: fill 'Launch memo' -> topbar shows it -> reload keeps it.","apps/web/components/editor/EditorWorkspace.tsx:1627-1636, apps/web/components/editor/EditorWorkspace.tsx:1528-1549, apps/web/components/editor/EditorWorkspace.tsx:486-504, apps/web/components/shell/TopBar.tsx:74-82, apps/web/lib/documentRegistry.ts:85-111, apps/web/e2e/title/title-edit.spec.ts:11-21","implemented","tested","pass","","none","pending",""
"F-C25-02","C25","Sidebar / nav / doc-identity / title","Per-document title isolation & persistence","As a user juggling multiple documents, I want each document to keep its own title across navigation and reloads, so that titles never bleed between docs.","Titles are stored per-id under localStorage key lash:title:<normalizedId> (documentTitleStorageKey). On mount / activeDocumentId change, readDocumentTitle loads the title for the routed id and upserts the registry record. Navigating between /doc/identity-alpha and /doc/identity-beta shows each doc's own title; a fresh doc shows DEFAULT_DOC_TITLE 'Untitled document'. document-identity.spec.ts verifies titles stay isolated across two routes and survive reload.","apps/web/lib/documentRegistry.ts:28-31, apps/web/lib/documentRegistry.ts:85-111, apps/web/components/editor/EditorWorkspace.tsx:484-489, apps/web/e2e/document-identity/document-identity.spec.ts:61-81","implemented","tested","pass","","none","pending",""
"F-C25-03","C25","Sidebar / nav / doc-identity / title","Document identity & route normalization","As a user, I want each document to live at a stable, clean URL, so that I can bookmark and share it reliably.","normalizeDocumentId lowercases, replaces non [a-z0-9-] runs with '-', collapses/trims dashes, caps at 96 chars, and falls back to DEFAULT_DOCUMENT_ID ('demo-document') when empty. documentPath(id) yields /doc/<normalizedId>. The /doc/[id] route and / home route both normalize the id and key EditorWorkspace on it. The current route is displayed in doc metadata (data-testid lash-doc-route). After creating a doc the URL matches /doc/doc-[a-z0-9-]+ and the route text persists across reload.","apps/web/lib/documentRegistry.ts:12-26, apps/web/app/doc/[id]/page.tsx:16-25, apps/web/app/page.tsx:9-19, apps/web/components/editor/EditorWorkspace.tsx:1652, apps/web/e2e/document-identity/document-identity.spec.ts:83-96","implemented","tested","pass","","none","pending",""
"F-C25-04","C25","Sidebar / nav / doc-identity / title","New document creation","As a user, I want to create a fresh document with one click, so that I can start writing without leaving the app.","A '+' button (data-testid new-document-button, aria-label 'New document') in the TopBar extras calls handleCreateDocument: createNewDocumentId() generates `doc-<base36 time>-<8-char uuid/random>` normalized, upserts it into the registry with DEFAULT_DOC_TITLE, refreshes the document list, and router.push navigates to documentPath(newId). Verified by document-identity.spec.ts (button click navigates to /doc/doc-... and route persists after reload).","apps/web/components/editor/EditorWorkspace.tsx:1342-1349, apps/web/components/editor/EditorWorkspace.tsx:1385-1394, apps/web/lib/documentRegistry.ts:143-149, apps/web/lib/documentRegistry.ts:113-141, apps/web/e2e/document-identity/document-identity.spec.ts:83-96","implemented","tested","pass","","none","pending",""
"F-C25-05","C25","Sidebar / nav / doc-identity / title","Document switcher (open existing doc)","As a user with several documents, I want to switch between them from a dropdown, so that I can navigate my workspace quickly.","A <select data-testid=""document-open-select"" aria-label=""Open document""> in the TopBar lists registry records (listDocuments). Options are sorted with the demo doc first, then by updatedAt descending; each option label is the doc title and value is documentPath(id). The active doc is injected into options if not yet in the registry. Selecting an option fires handleOpenDocument -> router.push to that path. document-identity.spec.ts confirms selecting registry-alpha navigates there and restores 'Registry Alpha' title.","apps/web/components/editor/EditorWorkspace.tsx:1351-1396, apps/web/components/editor/EditorWorkspace.tsx:1358-1368, apps/web/lib/documentRegistry.ts:58-83, apps/web/e2e/document-identity/document-identity.spec.ts:98-117","implemented","tested","pass","","none","pending",""
